,Item_Identifier,Item_Weight,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Type,Item_Outlet_Sales
6557,FDL,16.85,0.036359891,Snack Foods,90.7488,13,H,ST1,2263.72
6558,FDP,8.185,0.046747070999999994,Fruits and Vegetables,49.9692,17,,ST1,837.5764
6559,DRL,19.7,0.0,Hard Drinks,125.9362,49,M,ST1,1635.8706
6561,FDR,12.6,0.031713126,Baking Goods,172.5764,17,,ST1,1030.6584
6562,FDD,16.7,0.07044068,Dairy,216.885,18,M,ST2,6275.165
6563,FDG,13.1,0.006087409,Frozen Foods,185.0898,18,M,ST2,1870.898
6564,FDV,14.85,0.035456465,Fruits and Vegetables,162.2578,17,,ST1,3690.5294
6565,FDS,,0.142107998,Fruits and Vegetables,150.3734,19,S,GS,296.9468
6566,FDM,13.0,0.030064132,Canned,58.022,13,H,ST1,898.83
6567,DRF,12.1,0.029781362999999998,Soft Drinks,146.9444,46,S,ST1,1596.5884
6568,FDJ,11.3,0.056387854,Baking Goods,245.4118,13,H,ST1,6669.3186
6569,FDM,10.0,0.038653608,Fruits and Vegetables,245.4144,13,H,ST1,7105.4176
6570,FDP,20.6,0.083172413,Baking Goods,121.0756,45,,ST1,1696.4584
6571,FDC,11.5,0.020565921,Dairy,86.054,35,S,ST1,1384.864
6573,FDN,8.895,0.121180705,Breakfast,177.037,10,,GS,176.437
6575,FDA,,0.12780038800000001,Frozen Foods,177.037,27,M,ST3,4587.362
6576,NCC,19.1,0.296713665,Household,171.8422,10,,GS,1034.6532
6577,NCR,17.85,0.018125948,Health and Hygiene,94.9094,17,,ST1,761.6752
6578,FDX,6.445,0.029859711,Baking Goods,94.1436,17,,ST1,1418.154
6580,NCH,13.15,0.09264951,Household,157.8604,35,S,ST1,3803.0496
6581,FDW,,0.081197035,Breads,121.7414,19,S,GS,365.5242
6582,DRD,15.0,0.049070182999999996,Soft Drinks,61.9168,35,S,ST1,767.0016
6583,FDR,11.65,0.131394793,Baking Goods,151.9024,13,H,ST1,1669.8264
6585,FDP,17.35,0.0,Baking Goods,102.9016,46,S,ST1,1922.8304
6586,FDD,18.1,0.022526293,Fruits and Vegetables,95.0094,17,,ST1,1713.7692
6587,FDW,8.5,0.16383895099999998,Canned,51.3324,10,,GS,311.5944
6588,FDN,14.1,0.11349714,Baking Goods,56.1956,45,,ST1,1364.89
6589,FDJ,11.8,0.09418548300000001,Snack Foods,126.2704,17,,ST1,2002.7264
6590,FDD,6.035,0.14113846,Snack Foods,155.0998,13,H,ST1,3691.1952
6591,FDF,,0.164006137,Snack Foods,113.2834,19,S,GS,575.9169999999999
6592,NCE,12.5,0.17314115,Household,168.4448,10,,GS,170.4448
6593,FDN,20.85,0.039555016,Meat,116.8808,35,S,ST1,820.2656
6594,FDW,14.0,0.037580877,Frozen Foods,162.6526,49,M,ST1,4275.7676
6595,DRH,17.25,0.035064318,Dairy,92.412,46,S,ST1,1304.968
6596,NCM,11.5,0.017678008000000002,Health and Hygiene,129.2626,45,,ST1,1705.1138
6597,FDR,6.675,0.041986639000000006,Snack Foods,93.2462,49,M,ST1,1480.7392
6598,FDY,5.8,0.130955811,Dairy,90.3172,46,S,ST1,1338.2579999999998
6599,FDE,8.895,0.026492726,Frozen Foods,208.4954,17,,ST1,6251.861999999999
6602,DRK,8.21,0.0,Hard Drinks,148.2392,45,,ST1,1491.392
6604,FDA,7.75,0.043414959,Baking Goods,93.1436,18,M,ST2,1418.154
6605,DRL,,0.030554947000000002,Hard Drinks,41.876999999999995,27,M,ST3,1125.202
6606,DRF,,0.023463124,Soft Drinks,190.6846,27,M,ST3,9554.23
6607,FDI,12.35,0.033951827000000004,Meat,197.2426,17,,ST1,2966.139
6608,FDI,17.7,0.174228338,Fruits and Vegetables,117.1834,13,H,ST1,691.1004
6610,NCY,18.2,0.16306529999999997,Health and Hygiene,43.3086,35,S,ST1,758.3462
6611,DRH,,0.058444175999999994,Soft Drinks,73.0696,19,S,GS,223.7088
6612,FDX,16.0,0.057049301,Dairy,225.9404,35,S,ST1,1350.2424
6613,FDG,8.63,0.032960823,Snack Foods,115.0518,49,M,ST1,1366.2216
6614,FDM,10.8,0.0,Baking Goods,40.7138,17,,ST1,406.13800000000003
6615,FDJ,18.75,0.053025370999999995,Snack Foods,192.5504,18,M,ST2,2109.2544
6616,FDU,5.78,0.096306016,Breads,161.9552,13,H,ST1,2111.9176
6617,FDL,13.8,0.014762987,Canned,90.7172,45,,ST1,1338.2579999999998
6618,FDZ,17.75,0.067446626,Baking Goods,184.72400000000002,13,H,ST1,1677.816
6619,FDX,11.5,0.042173667000000005,Frozen Foods,194.68200000000002,18,M,ST2,2316.984
6620,NCB,11.8,0.008578539,Health and Hygiene,117.6492,45,,ST1,1158.492
6621,NCU,15.1,0.056155909000000004,Household,140.5496,17,,ST1,2681.8424
6622,FDI,,0.305305397,Fruits and Vegetables,116.6834,19,S,GS,460.7336
6623,DRZ,8.85,0.11257118699999999,Soft Drinks,122.0388,13,H,ST1,1609.9044
6624,NCL,12.6,0.083221904,Household,174.5054,17,,ST1,2626.5809999999997
6625,FDS,13.8,0.064195136,Fruits and Vegetables,75.8012,35,S,ST1,1138.518
6627,DRI,17.25,0.070703828,Dairy,170.3764,10,,GS,343.5528
6628,FDS,,0.102941345,Snack Foods,142.047,27,M,ST3,2719.7929999999997
6629,FDT,6.26,0.009887927,Meat,150.7366,45,,ST1,2418.1856
6630,FDH,13.5,0.101231721,Baking Goods,86.25399999999999,10,,GS,173.108
6631,NCB,19.6,0.069112952,Household,90.1514,10,,GS,442.75699999999995
6632,FDR,,0.138846289,Canned,263.7884,27,M,ST3,1324.942
6633,FDV,11.5,0.171050595,Snack Foods,126.3704,35,S,ST1,3880.2824
6634,DRH,14.65,0.0,Hard Drinks,54.9614,49,M,ST1,552.614
6635,FDS,8.89,0.005496816,Frozen Foods,102.8016,18,M,ST2,1012.0160000000001
6636,NCC,8.02,0.033259081,Household,154.2972,10,,GS,1090.5804
6638,FDG,7.405,0.015295536,Canned,89.7146,49,M,ST1,547.2876
6639,FDY,5.98,0.043526599000000006,Fruits and Vegetables,148.4418,13,H,ST1,2354.2688
6640,FDX,,0.049435598,Meat,209.7586,27,M,ST3,5487.5236
6641,FDE,,0.027610698,Snack Foods,149.5366,19,S,GS,604.5464
6642,NCN,15.2,0.012141036000000001,Health and Hygiene,48.7034,45,,ST1,680.4476
6643,DRF,12.1,0.029949818,Soft Drinks,146.3444,17,,ST1,3773.7544
6644,FDT,,0.053939315,Snack Foods,52.1008,19,S,GS,50.6008
6645,FDS,9.285,0.0,Snack Foods,161.5578,46,S,ST1,4653.2762
6647,FDP,8.155,0.199935881,Meat,188.453,10,,GS,379.506
6649,DRO,13.85,0.034570357,Hard Drinks,117.4492,46,S,ST1,3243.7776
6650,FDC,16.7,0.054739692,Starchy Foods,65.7168,45,,ST1,1086.5856
6651,FDB,11.15,0.105471384,Baking Goods,105.8648,49,M,ST1,1973.4312
6652,FDU,16.7,0.042610897,Dairy,117.2782,35,S,ST1,715.0692
6654,FDX,7.365,0.042524835,Fruits and Vegetables,228.372,13,H,ST1,4527.44
6655,FDN,16.5,0.07381378799999999,Canned,207.2638,35,S,ST1,5383.6588
6656,DRC,13.8,0.097251621,Dairy,245.7802,10,,GS,245.6802
6657,FDZ,,0.014008751000000002,Dairy,171.3422,19,S,GS,862.211
6658,DRH,18.7,0.02442574,Soft Drinks,52.9324,10,,GS,51.9324
6659,FDK,7.905,0.010012319,Snack Foods,250.4408,46,S,ST1,3004.0896
6660,FDT,13.65,0.18445404399999998,Canned,211.4902,49,M,ST1,4035.4138
6662,DRL,15.5,0.053589594000000004,Soft Drinks,44.177,18,M,ST2,173.108
6663,FDN,17.25,0.125734578,Breakfast,41.748000000000005,18,M,ST2,199.74
6664,FDC,6.89,0.136705075,Snack Foods,194.882,45,,ST1,4440.8859999999995
6665,FDT,7.81,0.03412912,Snack Foods,165.1158,18,M,ST2,1838.2738
6666,NCB,20.2,0.10031931699999999,Household,188.6898,18,M,ST2,3367.6164
6667,DRI,,0.033737273,Soft Drinks,56.6614,27,M,ST3,607.8754
6668,FDD,10.3,0.030569229,Fruits and Vegetables,113.1176,46,S,ST1,4695.2216
6669,FDS,4.635,0.14086247,Breads,126.4994,35,S,ST1,1670.4922
6670,FDS,6.465,0.208397715,Canned,265.2884,10,,GS,264.9884
6671,DRI,,0.039751236,Dairy,176.9028,19,S,GS,708.4112
6673,FDL,,0.127416049,Snack Foods,167.4816,27,M,ST3,1006.6896
6675,FDP,5.15,0.06112617,Meat,122.5388,13,H,ST1,371.5164
6677,FDW,18.0,0.03901099,Snack Foods,147.7418,46,S,ST1,4119.9704
6678,NCA,10.1,0.09386236199999999,Household,115.9492,10,,GS,231.6984
6679,FDN,,0.015485016,Fruits and Vegetables,185.6266,27,M,ST3,4979.5182
6680,FDR,,0.033276066,Meat,153.8314,27,M,ST3,3723.1536
6682,DRG,7.81,0.067730081,Soft Drinks,242.6486,18,M,ST2,2199.1374
6683,FDD,12.15,0.018410515,Frozen Foods,252.1698,46,S,ST1,2283.0282
6684,FDE,19.35,0.083079826,Fruits and Vegetables,80.3644,10,,GS,157.1288
6685,FDJ,15.6,0.17624403800000002,Snack Foods,173.6764,10,,GS,515.3292
6686,FDM,7.365,0.16021655199999998,Snack Foods,93.512,49,M,ST1,1677.816
6687,FDD,9.5,0.04867632400000001,Starchy Foods,187.7898,35,S,ST1,2057.9878
6688,DRM,,0.070103425,Hard Drinks,179.4344,27,M,ST3,5888.3352
6692,FDV,14.85,0.035311852000000005,Fruits and Vegetables,160.9578,49,M,ST1,4813.734
6693,FDR,6.11,0.103080901,Fruits and Vegetables,131.2968,49,M,ST1,1957.4520000000002
6694,FDX,20.1,0.075049323,Dairy,110.4228,17,,ST1,1105.228
6695,DRC,5.73,0.045463870999999996,Soft Drinks,85.2882,45,,ST1,2061.3168
6696,FDA,,0.015944801,Dairy,249.5092,27,M,ST3,6474.2392
6697,FDX,6.785,0.022974812,Snack Foods,208.7928,46,S,ST1,5890.9984
6698,FDJ,8.645,0.021629781,Canned,51.9982,45,,ST1,999.3658
6699,FDT,,0.032516546,Canned,188.8214,19,S,GS,753.6856
6700,FDN,15.6,0.08103643599999999,Baking Goods,112.3544,13,H,ST1,2572.6512
6701,FDD,7.76,0.059472609,Snack Foods,98.77,45,,ST1,1298.31
6702,FDM,9.195,0.047081397999999997,Frozen Foods,51.1666,13,H,ST1,1179.1318
6703,FDA,9.8,0.047260402,Baking Goods,102.8016,49,M,ST1,1922.8304
6704,FDW,18.25,0.148673586,Frozen Foods,197.2452,10,,GS,195.7452
6705,FDA,21.25,0.15601263099999998,Snack Foods,177.33700000000002,18,M,ST2,2822.992
6706,NCO,7.235,0.077011493,Household,117.3492,45,,ST1,1506.0396
6708,FDC,,0.135836915,Canned,93.8094,27,M,ST3,3237.1196
6709,NCV,,0.030062224,Health and Hygiene,154.3656,27,M,ST3,2471.4496
6710,FDW,18.0,0.008575615,Baking Goods,80.2618,18,M,ST2,644.4944
6711,FDS,7.02,0.081096635,Fruits and Vegetables,148.4734,13,H,ST1,3563.3616
6712,FDX,15.1,0.100060762,Fruits and Vegetables,144.0786,45,,ST1,2600.6148
6713,FDC,8.68,0.008834023,Frozen Foods,100.0384,35,S,ST1,2266.3832
6714,FDG,21.2,0.007069661999999999,Starchy Foods,175.7738,18,M,ST2,1911.5118
6715,NCC,16.6,0.046161923,Household,176.6344,10,,GS,356.8688
6716,NCZ,12.15,0.079592733,Health and Hygiene,37.3506,45,,ST1,645.1602
6717,FDZ,16.25,0.025776993999999998,Fruits and Vegetables,169.9474,49,M,ST1,2863.6058
6718,NCS,11.5,0.020960615,Health and Hygiene,133.2942,13,H,ST1,2649.884
6719,DRC,,0.0,Soft Drinks,87.3882,27,M,ST3,1374.2112
6721,FDB,5.465,0.048801674,Baking Goods,132.1626,17,,ST1,1573.9512
6724,FDM,8.655,0.088373591,Snack Foods,119.3756,45,,ST1,1454.1072
6725,FDQ,,0.035853059,Frozen Foods,176.8712,27,M,ST3,3691.1952
6726,FDF,9.3,0.01404119,Snack Foods,199.1084,49,M,ST1,396.8168
6727,FDP,20.6,0.083473583,Baking Goods,120.8756,17,,ST1,1211.756
6729,FDH,19.7,0.08073703,Baking Goods,197.011,46,S,ST1,3338.987
6730,FDF,14.5,0.0,Fruits and Vegetables,169.6448,35,S,ST1,2045.3376
6731,NCX,10.0,0.08915252800000001,Health and Hygiene,147.7102,46,S,ST1,437.4306
6732,FDD,7.945,0.015863075,Snack Foods,161.821,13,H,ST1,2446.815
6733,FDQ,20.35,0.151308326,Meat,81.7276,49,M,ST1,2030.69
6734,FDL,15.85,0.12160972199999999,Baking Goods,60.222,35,S,ST1,539.298
6735,FDS,16.85,0.023135131,Snack Foods,44.8428,13,H,ST1,703.0848
6736,NCM,11.5,0.017714096000000002,Health and Hygiene,132.9626,18,M,ST2,1442.7886
6737,FDO,11.1,0.0,Baking Goods,156.4604,49,M,ST1,2376.906
6738,NCJ,6.635,0.027069402000000003,Household,174.9396,46,S,ST1,1744.396
6741,FDT,7.0,0.151376958,Canned,108.228,35,S,ST1,1171.808
6742,FDP,6.71,0.03558013,Breads,217.5166,35,S,ST1,4572.0486
6743,DRF,15.75,0.166513779,Dairy,38.0506,18,M,ST2,265.6542
6744,NCZ,19.85,0.06478563,Health and Hygiene,123.7704,17,,ST1,2503.408
6745,DRJ,9.5,0.085223447,Hard Drinks,189.2872,49,M,ST1,6050.7904
6746,FDP,15.6,0.143915417,Breakfast,127.5994,17,,ST1,2441.4886
6749,FDJ,11.1,0.044823438,Snack Foods,174.2054,46,S,ST1,1926.1594
6750,FDO,15.0,0.02681843,Baking Goods,219.7456,13,H,ST1,3094.6384
6751,FDS,14.8,0.04407225,Breads,109.057,18,M,ST2,1428.141
6753,NCM,6.825,0.059835659000000006,Health and Hygiene,264.3226,35,S,ST1,4229.1616
6754,NCU,,0.13027716,Household,228.00099999999998,19,S,GS,1148.505
6755,FDV,17.35,0.027653795,Canned,88.0856,49,M,ST1,1318.2839999999999
6756,FDA,9.8,0.04714777,Baking Goods,102.4016,13,H,ST1,1720.4272
6757,FDJ,19.35,0.062882112,Baking Goods,164.1184,17,,ST1,2807.0128
6758,FDN,18.6,0.152294691,Breakfast,98.9358,49,M,ST1,1508.037
6759,DRF,7.27,0.071064499,Soft Drinks,114.4518,35,S,ST1,1366.2216
6762,NCS,12.65,0.042211119000000005,Household,108.6938,46,S,ST1,1393.5194
6763,FDZ,,0.132500853,Canned,220.3798,27,M,ST3,5289.1152
6765,FDO,8.06,0.021409913,Breakfast,229.7326,49,M,ST1,6930.978
6766,NCD,12.1,0.015497337,Household,165.5526,18,M,ST2,3453.5046
6767,NCV,,0.065612808,Household,62.351000000000006,27,M,ST3,2150.534
6768,FDY,17.2,0.012030747,Canned,166.6184,49,M,ST1,1155.8288
6769,FDM,,0.07560369900000001,Snack Foods,215.1218,27,M,ST3,3205.827
6770,FDT,5.94,0.029372367000000003,Breads,186.7556,46,S,ST1,3942.8676
6771,FDD,16.7,0.070096518,Dairy,217.885,13,H,ST1,3894.93
6772,NCL,7.39,0.120258245,Others,141.547,35,S,ST1,2290.3520000000003
6773,FDZ,20.7,0.07928147599999999,Baking Goods,100.1042,35,S,ST1,892.8378
6774,NCU,,0.09776872800000001,Household,142.4496,19,S,GS,564.5984
6775,FDJ,,0.104786172,Snack Foods,172.2764,27,M,ST3,1545.9876
6776,FDX,18.2,0.043626605,Baking Goods,241.4196,10,,GS,482.0392
6777,FDV,20.2,0.11783932800000001,Baking Goods,195.21099999999998,18,M,ST2,2356.9320000000002
6778,NCB,,0.089858447,Household,84.5882,27,M,ST3,2061.3168
6779,FDH,,0.185008985,Fruits and Vegetables,42.3796,19,S,GS,123.8388
6781,FDI,8.71,0.0,Dairy,43.5744,17,,ST1,498.0184
6782,FDN,18.85,0.13908768300000002,Snack Foods,251.7724,17,,ST1,3020.0688
6786,FDP,,0.24026824800000002,Snack Foods,156.463,19,S,GS,312.926
6787,FDY,16.75,0.0,Fruits and Vegetables,255.3988,46,S,ST1,4625.9784
6788,FDL,16.0,0.040911824,Snack Foods,141.2496,13,H,ST1,3387.5904
6790,FDM,11.8,0.026072872,Meat,99.8674,17,,ST1,1018.674
6791,FDI,10.65,0.08548276099999999,Snack Foods,231.4668,18,M,ST2,3225.1352
6792,NCD,12.1,0.015521768,Household,165.8526,17,,ST1,3124.5994
6793,FDW,9.395,0.099101845,Snack Foods,105.82799999999999,35,S,ST1,1704.4479999999999
6794,NCP,19.6,0.025281802000000003,Health and Hygiene,152.0024,35,S,ST1,2884.2456
6797,FDA,16.5,0.068263916,Canned,104.79899999999999,45,,ST1,1238.388
6798,FDF,14.3,0.109144085,Fruits and Vegetables,88.2856,10,,GS,175.7712
6799,FDH,7.51,0.017425784,Fruits and Vegetables,227.90099999999998,35,S,ST1,459.402
6800,DRH,17.25,0.035118834,Dairy,93.412,49,M,ST1,932.12
6801,FDQ,5.785,0.054066567,Fruits and Vegetables,87.0856,18,M,ST2,1406.1696
6802,FDO,13.65,0.012823828999999998,Snack Foods,55.5588,17,,ST1,916.1408
6803,FDT,6.26,0.009883257,Meat,149.8366,49,M,ST1,1964.7758
6804,FDM,,0.041754584,Snack Foods,53.464,27,M,ST3,1597.92
6805,FDR,19.7,0.112036236,Snack Foods,174.937,10,,GS,882.185
6807,FDZ,13.65,0.078909166,Dairy,186.72400000000002,49,M,ST1,4474.1759999999995
6808,NCK,20.1,0.077769768,Health and Hygiene,63.0536,18,M,ST2,980.0576
6809,FDW,12.6,0.021951613,Fruits and Vegetables,250.9092,13,H,ST1,4731.1748
6810,FDF,20.85,0.09777000400000001,Starchy Foods,222.8746,49,M,ST1,3589.9936
6811,DRO,,0.094817105,Hard Drinks,77.9012,19,S,GS,75.9012
6812,NCM,15.6,0.06672613299999999,Others,185.8924,46,S,ST1,3516.7556
6813,FDY,5.98,0.043809260999999995,Fruits and Vegetables,146.8418,17,,ST1,1765.7016
6816,DRG,14.15,0.095378221,Soft Drinks,170.5106,46,S,ST1,2395.5484
6817,DRF,12.1,0.0,Soft Drinks,145.1444,13,H,ST1,3338.3212
6820,NCF,17.0,0.12622018699999998,Household,126.7362,35,S,ST1,1258.362
6821,FDY,,0.024286377999999997,Fruits and Vegetables,194.71099999999998,27,M,ST3,5892.33
6822,FDX,9.0,0.065350715,Snack Foods,175.437,49,M,ST1,3175.866
6824,FDU,19.5,0.030742082999999996,Canned,85.554,49,M,ST1,1211.756
6825,FDC,9.195,0.015949001,Baking Goods,84.1592,17,,ST1,1238.388
6826,FDJ,16.7,0.038496166,Snack Foods,147.5102,13,H,ST1,5540.7876
6828,FDT,12.3,0.11127459099999999,Baking Goods,35.0874,46,S,ST1,458.7362
6831,NCM,,0.08918772,Household,128.9678,19,S,GS,254.3356
6832,FDD,10.395,0.030281542999999998,Baking Goods,116.3176,18,M,ST2,1259.6936
6833,NCF,17.0,0.211306673,Household,125.1362,10,,GS,251.6724
6834,FDX,15.85,0.061190964,Meat,47.1744,49,M,ST1,996.0368
6835,FDZ,10.195,0.10730767699999999,Snack Foods,149.8076,13,H,ST1,2217.114
6836,FDB,,0.067441726,Dairy,57.4272,19,S,GS,111.8544
6837,DRM,6.57,0.066338717,Hard Drinks,261.4278,18,M,ST2,4165.2448
6838,DRE,8.43,0.0,Soft Drinks,195.3768,17,,ST1,1576.6144
6840,FDB,16.0,0.061192210999999996,Starchy Foods,224.1404,17,,ST1,4725.8484
6841,FDX,13.1,0.075056542,Dairy,76.0354,49,M,ST1,601.8832
6842,NCM,,0.017556795,Health and Hygiene,129.9626,27,M,ST3,3410.2276
6843,FDH,13.5,0.129077455,Starchy Foods,95.2068,45,,ST1,583.2408
6844,FDG,20.6,0.047896392999999995,Fruits and Vegetables,185.8556,13,H,ST1,1689.8004
6845,FDP,15.2,0.021240491,Canned,216.9824,49,M,ST1,4804.4128
6846,FDY,,0.031743707,Dairy,179.1344,27,M,ST3,1605.9096
6847,DRM,5.88,0.003612411,Hard Drinks,154.1998,17,,ST1,3537.3954
6850,NCV,18.85,0.016132592,Health and Hygiene,130.2626,49,M,ST1,3016.7398
6851,NCJ,7.68,0.152429537,Health and Hygiene,85.5224,13,H,ST1,1278.336
6852,NCP,15.35,0.035348491,Household,124.67299999999999,17,,ST1,2093.9410000000003
6853,FDZ,13.1,0.020903193,Dairy,119.2782,49,M,ST1,3098.6332
6854,NCR,10.1,0.054853377,Health and Hygiene,198.6084,18,M,ST2,2182.4924
6855,FDX,,0.10697116699999999,Meat,44.7744,19,S,GS,135.8232
6856,FDQ,12.65,0.035482562,Baking Goods,231.40099999999998,45,,ST1,2526.7110000000002
6857,FDC,14.6,0.04292307099999999,Fruits and Vegetables,109.8254,13,H,ST1,1627.881
6858,FDQ,11.1,0.036174285,Frozen Foods,176.0712,18,M,ST2,1581.9408
6859,FDI,,0.033597374,Meat,197.2426,27,M,ST3,3163.8816
6860,FDQ,8.63,0.028320655,Canned,172.5422,49,M,ST1,2241.7486
6862,DRI,19.6,0.056744064000000004,Soft Drinks,55.6614,10,,GS,165.7842
6863,DRA,19.35,0.039990314,Soft Drinks,165.0868,49,M,ST1,982.7208
6864,FDA,14.0,0.030155223999999998,Fruits and Vegetables,214.7192,45,,ST1,3020.0688
6866,FDY,8.195,0.031403441000000004,Baking Goods,93.8462,46,S,ST1,647.8234
6867,FDQ,8.325,0.029845242999999997,Fruits and Vegetables,41.6138,45,,ST1,284.2966
6868,FDB,7.475,0.149125615,Fruits and Vegetables,241.6854,18,M,ST2,6042.135
6870,DRG,6.385,0.083768522,Hard Drinks,109.8596,13,H,ST1,3235.788
6872,FDI,18.5,0.062205112,Frozen Foods,148.3418,13,H,ST1,1765.7016
6873,FDN,11.5,0.0463847,Snack Foods,118.9124,17,,ST1,1540.6612
6874,NCM,7.93,0.07142564700000001,Health and Hygiene,45.9086,18,M,ST2,1070.6064
6875,DRG,,0.033929133,Soft Drinks,154.3972,19,S,GS,311.5944
6876,FDA,13.65,0.036033639,Snack Foods,183.7924,45,,ST1,2591.2936
6877,FDM,12.35,0.158337479,Meat,157.9946,13,H,ST1,3313.6866
6878,FDA,14.0,0.030140981,Fruits and Vegetables,216.0192,49,M,ST1,2588.6304
6880,FDW,14.0,0.105125569,Frozen Foods,143.2812,35,S,ST1,3277.0676
6882,FDM,16.85,0.13338539800000002,Snack Foods,109.8544,10,,GS,223.7088
6883,NCE,,0.047098175,Household,75.5354,19,S,GS,150.4708
6885,FDL,17.1,0.128614205,Fruits and Vegetables,111.6886,49,M,ST1,1556.6404
6886,FDX,,0.047551567999999995,Canned,249.1092,27,M,ST3,8217.3036
6887,FDR,19.7,0.066879757,Snack Foods,174.437,13,H,ST1,1587.933
6888,FDV,16.1,0.160379061,Frozen Foods,33.6558,18,M,ST2,203.7348
6890,FDD,6.035,0.141542481,Snack Foods,153.1998,45,,ST1,1537.9979999999998
6892,NCF,6.675,0.021710275,Household,34.9874,45,,ST1,247.0118
6893,FDU,15.5,0.075688032,Baking Goods,262.9568,13,H,ST1,1845.5976
6894,FDZ,9.395,0.045340279000000004,Snack Foods,85.025,49,M,ST1,2080.625
6895,FDI,16.1,0.10014945900000001,Fruits and Vegetables,78.4328,13,H,ST1,1158.492
6896,FDH,15.0,0.162348584,Canned,185.9266,17,,ST1,4610.665
6898,DRJ,14.1,0.087920675,Dairy,228.5668,13,H,ST1,1151.8339999999998
6899,FDX,11.5,0.042087749,Frozen Foods,192.68200000000002,45,,ST1,3861.64
6900,DRN,12.1,0.016921927,Hard Drinks,178.36599999999999,17,,ST1,4314.384
6901,FDT,7.42,0.020423549,Snack Foods,249.0092,49,M,ST1,2988.1104
6902,FDY,15.1,0.17383312899999998,Snack Foods,196.511,45,,ST1,4713.8640000000005
6903,FDG,,0.256152243,Seafood,151.005,19,S,GS,149.805
6904,FDS,9.285,0.021002641000000002,Snack Foods,161.1578,35,S,ST1,4011.445
6906,FDY,,0.091780142,Frozen Foods,182.5266,27,M,ST3,6454.931
6907,FDF,12.85,0.033220169,Fruits and Vegetables,196.6768,46,S,ST1,2759.0752
6908,FDI,13.8,0.14123493199999998,Dairy,263.7884,13,H,ST1,5564.7564
6910,FDL,10.8,0.049709624,Fruits and Vegetables,246.8144,35,S,ST1,2450.144
6911,FDF,14.3,0.065153295,Fruits and Vegetables,88.4856,13,H,ST1,1406.1696
6912,FDN,9.8,0.015087112,Meat,250.1408,35,S,ST1,4005.4528
6913,FDG,11.5,0.037782943,Snack Foods,106.6254,17,,ST1,325.5762
6916,NCO,10.0,0.073493831,Health and Hygiene,118.344,49,M,ST1,1797.66
6917,FDK,18.5,0.025907416000000003,Meat,87.7172,17,,ST1,802.9548
6918,FDD,20.6,0.046280998,Snack Foods,177.4344,17,,ST1,1962.7784
6919,NCH,9.3,0.044624064000000005,Household,245.4802,13,H,ST1,3193.8426
6920,NCA,11.395,0.009898492,Health and Hygiene,48.8034,45,,ST1,777.6544
6921,DRJ,11.8,0.189689886,Soft Drinks,184.3924,10,,GS,370.1848
6922,DRN,8.01,0.070189131,Hard Drinks,37.9532,13,H,ST1,826.9236
6923,FDC,15.0,0.119374946,Snack Foods,229.3694,18,M,ST2,5024.1268
6924,FDN,13.35,0.065215312,Baking Goods,93.4804,18,M,ST2,1102.5648
6926,FDS,,0.216107535,Snack Foods,86.8514,19,S,GS,354.2056
6927,DRL,10.5,0.048009080999999995,Hard Drinks,157.0946,35,S,ST1,2209.1244
6928,FDQ,21.25,0.019533098,Snack Foods,120.4756,17,,ST1,1938.8096
6929,FDY,17.0,0.026568875,Canned,142.047,46,S,ST1,3149.2340000000004
6930,FDS,9.3,0.111127966,Breads,63.1826,13,H,ST1,2002.0606
6931,DRD,15.7,0.03723211,Soft Drinks,183.1634,46,S,ST1,5634.6654
6932,DRP,15.75,0.140603316,Hard Drinks,252.8382,46,S,ST1,6308.455
6933,NCY,,0.07536886799999999,Health and Hygiene,35.2532,27,M,ST3,970.7364
6934,FDR,14.5,0.063962842,Breads,263.1594,49,M,ST1,2616.594
6935,FDM,,0.102830104,Baking Goods,172.6422,19,S,GS,344.8844
6936,NCI,,0.01031535,Household,208.4954,27,M,ST3,3751.1172
6937,FDA,7.1,0.110633958,Fruits and Vegetables,173.808,17,,ST1,1211.756
6938,FDY,14.5,0.0,Snack Foods,159.3262,35,S,ST1,2864.2716
6939,FDV,17.35,0.014721578999999999,Frozen Foods,73.1038,45,,ST1,886.8456
6940,NCW,18.0,0.019465205,Health and Hygiene,128.6994,18,M,ST2,2441.4886
6941,FDN,6.615,0.091895319,Canned,248.6408,13,H,ST1,3504.7712
6942,FDQ,,0.118535581,Breads,256.3988,19,S,GS,256.9988
6943,FDG,11.5,0.037646623,Snack Foods,107.5254,45,,ST1,325.5762
6944,NCN,19.1,0.092060694,Others,183.7608,49,M,ST1,4777.7808
6948,NCN,16.35,0.02844314,Household,98.141,10,,GS,386.164
6949,FDW,18.35,0.094296835,Fruits and Vegetables,84.3882,46,S,ST1,1116.5466
6950,NCR,9.105,0.064410783,Household,33.39,10,,GS,33.29
6951,FDU,7.63,0.13468429199999998,Snack Foods,47.0402,35,S,ST1,1470.0864
6952,FDN,,0.029299175,Meat,140.31799999999998,19,S,GS,139.81799999999998
6953,FDD,,0.210021713,Dairy,44.2744,19,S,GS,90.5488
6954,FDF,7.55,0.027224917,Canned,152.934,45,,ST1,2450.144
6955,NCN,,0.021184746,Others,189.553,19,S,GS,379.506
6956,NCO,5.5,0.047059015999999995,Others,100.1016,13,H,ST1,2125.2336
6957,FDT,7.59,0.14526636,Fruits and Vegetables,172.908,49,M,ST1,6231.888000000001
