Item_Identifier,Item_Weight,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Type,Item_Outlet_Sales
FDY,6.38,0.03187163,Dairy,179.5344,13,H,ST1,4103.9912
FDP,20.5,0.112638016,Fruits and Vegetables,195.5478,45,,ST1,3874.956
FDP,,0.056192276,Breads,103.1648,27,M,ST3,1973.4312
FDQ,5.695,0.06797671,Breads,257.4988,18,M,ST2,3083.9856
FDV,19.2,0.142189843,Canned,153.8314,10,,GS,155.1314
FDX,20.35,0.014813268,Fruits and Vegetables,234.9958,13,H,ST1,5842.395
NCX,9.195,0.080442371,Household,107.7622,10,,GS,105.8622
DRC,17.85,0.03781972,Soft Drinks,191.6188,35,S,ST1,2475.4444
FDU,,0.092145264,Breads,120.7098,27,M,ST3,3735.8038
NCB,14.6,0.025702994,Household,199.9084,46,S,ST1,2380.9008
FDS,10.195,0.012483408,Meat,195.411,45,,ST1,2749.754
FDX,17.85,0,Frozen Foods,148.005,18,M,ST2,898.83
NCL,7.5,0.036204764,Health and Hygiene,176.1028,13,H,ST1,1948.1308
NCZ,6.59,0.026238087,Household,121.6098,45,,ST1,2410.196
FDB,10.895,0.137584599,Dairy,262.2568,17,,ST1,3954.852
FDY,,0.080741927,Meat,220.8798,27,M,ST3,6170.6344
NCT,14.6,0.059741172,Household,179.6976,17,,ST1,5070.7328
FDL,,0.214423791,Fruits and Vegetables,111.6544,19,S,GS,335.5632
FDK,9.6,0.051677051,Snack Foods,258.062,18,M,ST2,2856.282
FDI,,0.168455549,Snack Foods,211.0612,19,S,GS,418.1224
FDF,10.3,0,Fruits and Vegetables,189.053,45,,ST1,5313.084
FDR,17,0.016055615,Snack Foods,228.4352,17,,ST1,8245.2672
FDJ,8.645,0.021619564,Canned,50.6982,49,M,ST1,736.3748
FDC,16,0.173027688,Snack Foods,155.2972,49,M,ST1,3583.3356
FDW,6.155,0.095045476,Meat,213.456,18,M,ST2,2556.672
FDR,13.85,0.025891588,Frozen Foods,165.121,35,S,ST1,2936.178
FDV,,0.205484395,Baking Goods,198.011,19,S,GS,392.822
FDI,13.1,0.037793818,Fruits and Vegetables,173.8054,17,,ST1,2801.6864
NCB,,0.045002624,Household,196.5084,19,S,GS,198.4084
DRO,11.8,0.054460571,Hard Drinks,77.0012,17,,ST1,2277.036
FDU,15.5,0.075736746,Baking Goods,265.5568,35,S,ST1,4482.1656
NCX,14.15,0.014719325,Household,196.911,10,,GS,392.822
NCH,,0.066828857,Household,114.186,27,M,ST3,1924.162
FDE,,0.23653561,Starchy Foods,184.1924,19,S,GS,185.0924
FDE,20.7,0.04903471,Fruits and Vegetables,39.9506,17,,ST1,872.8638
FDP,15.2,0.035497039,Canned,216.7824,10,,GS,436.7648
NCM,11.5,0.017638893,Health and Hygiene,132.7626,35,S,ST1,2885.5772
FDQ,21.25,0.01945343,Snack Foods,120.8756,49,M,ST1,1454.1072
FDN,14.1,0.11326743,Baking Goods,54.5956,46,S,ST1,1037.3164
DRY,9.395,0.109713464,Soft Drinks,41.3112,17,,ST1,255.6672
FDW,,0,Frozen Foods,130.531,27,M,ST3,5582.733
FDM,7.895,0.094952408,Breakfast,101.1332,18,M,ST2,1332.9316
NCW,14,0.029026218,Health and Hygiene,131.331,17,,ST1,3635.268
FDG,5.365,0.140123575,Seafood,172.0764,13,H,ST1,2748.4224
FDV,16.35,0.03272295,Meat,165.7842,17,,ST1,1823.6262
NCQ,15.75,0.135836828,Household,100.37,17,,ST1,1298.31
NCL,7.5,0.036382524,Health and Hygiene,177.9028,18,M,ST2,1416.8224
FDQ,14.8,0,Meat,189.3846,13,H,ST1,4777.115
FDF,7.07,0.094201018,Snack Foods,115.8834,17,,ST1,1036.6506
NCA,20.5,0.143506376,Household,34.719,49,M,ST1,768.999
FDV,,0.133347119,Dairy,193.0794,19,S,GS,975.397
FDJ,18,0.124428516,Frozen Foods,119.9124,35,S,ST1,948.0992
FDE,9.5,0.221856492,Frozen Foods,231.8668,10,,GS,230.3668
NCZ,15,0.071312064,Health and Hygiene,125.7362,13,H,ST1,3020.0688
FDW,20.1,0.022425236,Fruits and Vegetables,226.3036,46,S,ST1,910.8144
FDZ,11,0.133352623,Canned,219.7798,49,M,ST1,2644.5576
NCJ,18.7,0.046079558,Health and Hygiene,151.5682,35,S,ST1,1982.0866
NCP,,0,Health and Hygiene,64.2168,27,M,ST3,1278.336
FDS,15.15,0.066446521,Frozen Foods,147.976,18,M,ST2,732.38
FDZ,14.1,0.066979957,Snack Foods,196.7084,49,M,ST1,3174.5344
NCP,8.42,0.187918654,Health and Hygiene,65.4168,10,,GS,127.8336
FDZ,,0.051924192,Snack Foods,121.0072,27,M,ST3,2940.1728
FDV,,0.054806734,Fruits and Vegetables,145.1444,27,M,ST3,3918.8988
NCV,8.27,0.018813601,Health and Hygiene,237.988,46,S,ST1,7190.64
FDV,,0.094910421,Breads,84.5566,19,S,GS,253.6698
FDD,8.615,0.116722514,Fruits and Vegetables,95.4436,18,M,ST2,567.2616
FDP,,0.244338986,Dairy,105.9306,19,S,GS,209.0612
DRD,9.8,0.013863257,Soft Drinks,45.106,49,M,ST1,1398.18
FDT,,0.021471456,Snack Foods,131.0284,19,S,GS,131.8284
FDM,,0,Meat,109.1938,27,M,ST3,2036.6822
FDW,13.65,0.026067434,Snack Foods,78.8302,17,,ST1,713.0718
FDX,6.385,0.123710526,Snack Foods,37.1874,46,S,ST1,247.0118
FDZ,20.5,0.119547387,Baking Goods,108.9596,49,M,ST1,539.298
FDM,16.85,0.079690403,Snack Foods,113.4544,46,S,ST1,2908.2144
FDV,7.785,0.088691614,Fruits and Vegetables,61.851,35,S,ST1,1454.773
FDU,,0.104784329,Fruits and Vegetables,150.4366,19,S,GS,151.1366
FDS,,0.032024659,Meat,62.7194,27,M,ST3,1857.582
NCT,10.8,0.041950753,Health and Hygiene,190.0214,45,,ST1,2449.4782
FDA,15,0.091018048,Canned,60.2904,10,,GS,117.1808
FDW,5.175,0.037398953,Canned,84.2224,46,S,ST1,852.224
FDS,11.6,0.017845372,Canned,179.0686,17,,ST1,5688.5952
NCV,6.775,0.105459307,Household,84.625,45,,ST1,2496.75
FDZ,9.31,0.038032068,Frozen Foods,61.351,45,,ST1,822.263
DRN,15,0.064504433,Hard Drinks,47.306,17,,ST1,652.484
FDD,13.3,0.021306635,Baking Goods,119.8124,49,M,ST1,1896.1984
FDT,16,0.116063284,Fruits and Vegetables,59.1246,18,M,ST2,753.0198
FDP,,0.059336763,Snack Foods,212.1902,19,S,GS,424.7804
FDA,6.48,0.034091649,Snack Foods,146.2076,17,,ST1,2364.9216
FDH,,0.081955735,Canned,142.0838,19,S,GS,280.9676
NCF,,0.088551694,Household,191.5504,27,M,ST3,5944.2624
FDF,12.5,0.071230537,Starchy Foods,128.102,35,S,ST1,885.514
FDC,8.39,0.024185517,Frozen Foods,115.7176,13,H,ST1,1374.2112
FDD,17.7,0.041163522,Fruits and Vegetables,80.8276,17,,ST1,1868.2348
FDZ,12.5,0,Fruits and Vegetables,80.8592,10,,GS,82.5592
FDT,,0,Snack Foods,248.8092,27,M,ST3,6474.2392
FDM,15.6,0.087719692,Snack Foods,218.5798,46,S,ST1,4407.596
NCK,10.65,0.048677482,Others,166.1526,35,S,ST1,2466.789
NCL,12.35,0.041907648,Health and Hygiene,36.2216,18,M,ST2,346.216
FDZ,6.035,0.065783783,Baking Goods,188.224,46,S,ST1,5779.144
FDW,6.155,0.094807042,Meat,213.356,49,M,ST1,3835.008
FDS,16.75,0.128778474,Breads,89.1856,13,H,ST1,1581.9408
FDV,16.75,0.060668416,Dairy,172.4106,45,,ST1,2908.8802
NCU,15.1,0.056067524,Household,139.8496,18,M,ST2,1270.3464
NCX,21.25,0.114066204,Health and Hygiene,233.03,18,M,ST2,5592.72
FDI,9.395,0.10039894,Baking Goods,89.6856,46,S,ST1,878.856
DRH,17.6,0.097135675,Dairy,89.3856,13,H,ST1,1318.284
NCP,,0.032610007,Household,37.4822,27,M,ST3,942.7728
FDG,13.15,0.165616415,Fruits and Vegetables,172.6764,49,M,ST1,2061.3168
FDX,5.035,0,Breads,228.2036,46,S,ST1,4781.7756
FDY,,0.030362777,Dairy,210.5244,27,M,ST3,6775.1808
NCM,,0.03409886,Others,162.621,19,S,GS,815.605
NCZ,,0.145951533,Household,160.9552,19,S,GS,162.4552
FDO,5.48,0.015138834,Frozen Foods,81.925,45,,ST1,3079.325
FDR,19.35,0.031069993,Snack Foods,112.0544,10,,GS,223.7088
FDJ,9.195,0.115535487,Frozen Foods,59.5246,17,,ST1,810.9444
FDT,5.26,0.02454694,Breads,95.7068,49,M,ST1,1166.4816
FDZ,,0.067175915,Baking Goods,187.124,27,M,ST3,3728.48
NCB,6.235,0.118674359,Household,261.691,46,S,ST1,3155.892
FDM,11.8,0.057421582,Meat,149.9366,46,S,ST1,1662.5026
FDX,20.7,0.114022125,Dairy,92.9436,13,H,ST1,2174.5028
NCS,13.6,0.010033871,Household,177.937,18,M,ST2,2293.681
NCJ,5.82,0.080765853,Household,169.179,49,M,ST1,2037.348
FDD,7.76,0.05930285,Snack Foods,98.77,13,H,ST1,1697.79
DRJ,18.35,0.041753387,Hard Drinks,187.6872,45,,ST1,2836.308
FDS,7.285,0.050065211,Dairy,157.4288,45,,ST1,2042.6744
FDR,15.1,0.096020459,Meat,133.7942,13,H,ST1,2384.8956
FDT,7,0.15202235,Canned,106.628,18,M,ST2,639.168
FDX,,0.087383304,Dairy,180.4292,27,M,ST3,4013.4424
NCW,18.35,0.03066757,Health and Hygiene,193.4162,17,,ST1,2116.5782
FDS,13.8,0,Fruits and Vegetables,74.3012,45,,ST1,1669.8264
DRF,18.35,0.03321399,Dairy,154.934,46,S,ST1,1225.072
DRH,,0.097429924,Soft Drinks,172.8738,27,M,ST3,3649.2498
FDJ,8.895,0.039120291,Baking Goods,206.8296,45,,ST1,4154.592
NCE,,0.01055095,Household,234.9958,27,M,ST3,13086.9648
DRL,15.5,0.053480419,Soft Drinks,42.377,45,,ST1,1211.756
FDJ,14.5,0.128520186,Baking Goods,101.4332,45,,ST1,1948.1308
NCH,,0.044444956,Household,245.2802,27,M,ST3,10072.8882
DRI,8.26,0.034544435,Hard Drinks,116.0834,18,M,ST2,1267.0174
NCO,10,0.073678663,Health and Hygiene,120.944,18,M,ST2,2037.348
FDS,9,0.079668739,Canned,79.6644,18,M,ST2,1571.288
FDX,5.655,0.085447928,Fruits and Vegetables,165.85,45,,ST1,1830.95
NCS,18.6,0.080434451,Health and Hygiene,93.4436,13,H,ST1,1701.7848
NCC,15,0.044978225,Health and Hygiene,140.8838,49,M,ST1,2247.7408
NCM,20.5,0.023190134,Others,153.434,45,,ST1,3981.484
FDU,8.785,0.025967624,Fruits and Vegetables,119.9414,46,S,ST1,1462.0968
FDU,8.77,0.046962004,Fruits and Vegetables,173.8422,18,M,ST2,3448.844
NCM,18.75,0.05233528,Health and Hygiene,108.128,17,,ST1,1065.28
FDG,19.85,0.17635245,Fruits and Vegetables,220.8772,45,,ST1,4225.1668
FDF,17.5,0.013692598,Frozen Foods,259.7304,18,M,ST2,3616.6256
NCN,14.6,0,Others,242.3538,35,S,ST1,5287.7836
FDJ,11.8,0.093655728,Snack Foods,127.1704,46,S,ST1,3004.0896
FDT,11.65,0.018275816,Meat,110.8544,10,,GS,111.8544
FDT,13.65,0.184167712,Canned,213.7902,46,S,ST1,1274.3412
FDV,,0.158954903,Frozen Foods,34.9558,27,M,ST3,1120.5414
FDD,16.6,0.050392993,Canned,118.4124,45,,ST1,3199.8348
FDW,18,0.008558144,Baking Goods,79.0618,45,,ST1,1208.427
FDF,7.17,0.059820884,Fruits and Vegetables,130.3968,49,M,ST1,3523.4136
FDY,10.3,0.070149088,Dairy,264.5226,49,M,ST1,3436.1938
FDU,,0.095919472,Breads,162.6552,27,M,ST3,5685.932
FDQ,,0.058092551,Snack Foods,172.0422,19,S,GS,517.3266
FDV,11.5,0.286357776,Snack Foods,123.9704,10,,GS,375.5112
FDQ,7.855,0.161798604,Baking Goods,37.2848,49,M,ST1,745.696
FDH,,0.148742896,Baking Goods,107.128,19,S,GS,319.584
FDV,17.35,0,Frozen Foods,72.2038,17,,ST1,886.8456
NCF,9,0.032022535,Household,101.8016,46,S,ST1,1720.4272
FDA,,0.049842613,Fruits and Vegetables,164.2526,27,M,ST3,3946.8624
FDP,,0.156304192,Snack Foods,256.3672,19,S,GS,255.6672
FDS,10.195,0.012458143,Meat,196.311,46,S,ST1,589.233
DRD,15.7,0.037201127,Soft Drinks,181.7634,13,H,ST1,2544.6876
FDM,15.7,0.045274134,Frozen Foods,177.966,49,M,ST1,3415.554
NCU,8.88,0.098603729,Household,210.727,35,S,ST1,4194.54
NCX,15.2,0.097457483,Health and Hygiene,114.4492,18,M,ST2,579.246
FDX,10.195,0.051661272,Breads,33.3558,46,S,ST1,848.895
FDE,6.67,0,Snack Foods,133.0626,49,M,ST1,1573.9512
FDW,,0.041273391,Frozen Foods,91.6804,27,M,ST3,3858.9768
FDW,,0.141997869,Fruits and Vegetables,90.5514,27,M,ST3,2036.6822
FDG,8.975,0,Canned,84.9224,18,M,ST2,1278.336
DRC,13.8,0.058339153,Dairy,246.2802,18,M,ST2,1228.401
FDT,16.35,0.020544065,Fruits and Vegetables,49.9324,35,S,ST1,259.662
FDR,6.11,0.103503049,Fruits and Vegetables,129.6968,17,,ST1,1174.4712
FDP,7.785,0.140342195,Dairy,105.6306,17,,ST1,627.1836
NCE,,0.12929931,Household,178.237,27,M,ST3,7939.665
FDU,18.85,0.036031137,Meat,60.4562,35,S,ST1,1125.8678
FDK,,0.008903212,Meat,120.9756,27,M,ST3,2787.0388
FDP,6.65,0.087669485,Fruits and Vegetables,127.2678,46,S,ST1,2416.1882
NCW,7.5,0,Household,59.2588,49,M,ST1,916.1408
FDA,5.985,0.005661669,Baking Goods,186.5924,13,H,ST1,2591.2936
FDU,6.78,0,Baking Goods,95.012,49,M,ST1,2050.664
FDX,6.195,0.07198553,Snack Foods,122.2098,46,S,ST1,1205.098
FDU,18.6,0.17133418,Meat,48.8376,13,H,ST1,287.6256
FDQ,8.63,0.047329385,Canned,174.1422,10,,GS,517.3266
FDY,11.8,0.170977155,Canned,117.0834,18,M,ST2,1842.9344
FDH,7.075,0.058298384,Dairy,145.8128,13,H,ST1,1725.7536
FDL,8.395,0.039715591,Snack Foods,100.1042,17,,ST1,1289.6546
FDL,17.85,0.046824729,Meat,153.6682,18,M,ST2,1829.6184
FDT,12.35,0.311090379,Baking Goods,79.2328,10,,GS,154.4656
NCN,14.6,0.059611153,Others,238.3538,45,,ST1,2163.1842
FDZ,,0.103517853,Baking Goods,164.95,27,M,ST3,4161.25
FDM,11.65,0.075834825,Snack Foods,82.9908,35,S,ST1,1258.362
FDD,20.7,0.170072462,Canned,183.8266,49,M,ST1,1844.266
FDU,8.77,0,Fruits and Vegetables,173.6422,13,H,ST1,517.3266
DRJ,20.25,0.036399734,Dairy,219.3482,45,,ST1,8323.8316
FDI,13.65,0.072912432,Frozen Foods,198.4426,46,S,ST1,5536.7928
NCQ,17.7,0.012567811,Household,168.4474,45,,ST1,2358.2636
FDW,8.315,0.035773394,Baking Goods,144.3444,17,,ST1,3483.4656
FDQ,,0.046382793,Fruits and Vegetables,122.8388,27,M,ST3,2972.1312
DRG,7.81,0.067836851,Soft Drinks,246.1486,17,,ST1,5375.6692
FDP,11.1,0,Snack Foods,220.7482,49,M,ST1,4380.964
FDD,18.1,0.022434418,Fruits and Vegetables,96.2094,49,M,ST1,952.094
DRG,8.88,0.086764795,Hard Drinks,153.8682,35,S,ST1,1829.6184
NCZ,12.15,0,Health and Hygiene,39.1506,17,,ST1,1480.0734
DRJ,9.5,0.085437778,Hard Drinks,188.4872,18,M,ST2,3592.6568
FDG,15.25,0.089998959,Frozen Foods,215.1192,45,,ST1,2157.192
FDZ,,0.054288646,Meat,96.6094,27,M,ST3,2189.8162
NCN,12.15,0,Others,123.773,46,S,ST1,3325.671
NCN,16.35,0.016993204,Household,95.741,46,S,ST1,965.41
FDP,,0.06908877,Meat,52.3324,27,M,ST3,1298.31
FDP,12.85,0.137441201,Snack Foods,157.663,49,M,ST1,2659.871
FDM,12.5,0.051970788,Fruits and Vegetables,103.699,10,,GS,412.796
FDC,7.905,0,Frozen Foods,109.1254,17,,ST1,1627.881
DRC,17.85,0.02492239,Soft Drinks,153.4998,18,M,ST2,2922.1962
FDN,7.21,0.144924795,Snack Foods,100.8332,45,,ST1,1537.998
NCN,5.175,0.030349723,Health and Hygiene,37.0874,35,S,ST1,423.4488
FDY,,0.226284381,Fruits and Vegetables,163.221,19,S,GS,326.242
NCW,16.2,0.050625182,Household,193.1162,17,,ST1,2501.4106
FDY,14,0.02371512,Baking Goods,103.8332,13,H,ST1,1743.0644
NCP,8.42,0.112177581,Health and Hygiene,65.9168,13,H,ST1,958.752
FDB,9.3,0.04774013,Baking Goods,195.0136,10,,GS,194.4136
DRE,9.395,0.159304333,Soft Drinks,226.172,35,S,ST1,3848.324
FDN,17.85,0.020989308,Meat,260.7936,45,,ST1,4697.8848
DRE,,0.01769927,Dairy,74.2012,27,M,ST3,1290.3204
DRG,6.13,0,Dairy,60.1536,13,H,ST1,1102.5648
FDX,,0.096658404,Fruits and Vegetables,216.9166,19,S,GS,217.7166
FDC,20.1,0.054816926,Fruits and Vegetables,194.282,18,M,ST2,1544.656
FDA,16.5,0.068511103,Canned,103.699,17,,ST1,1651.184
NCK,5.615,0.12574524,Health and Hygiene,122.473,35,S,ST1,1354.903
FDP,7.52,0.044023213,Baking Goods,183.095,46,S,ST1,5492.85
FDP,,0.068754395,Breakfast,54.5614,27,M,ST3,1713.1034
FDL,13.8,0.024660202,Canned,87.4172,10,,GS,178.4344
FDZ,17.6,0.039214444,Snack Foods,98.241,35,S,ST1,1930.82
FDQ,20.5,0.036344721,Fruits and Vegetables,122.3756,17,,ST1,2544.6876
NCB,11.8,0.008554052,Health and Hygiene,116.9492,13,H,ST1,1969.4364
FDY,,0.170000805,Dairy,155.963,27,M,ST3,4537.427
NCW,20.25,0.148302815,Health and Hygiene,108.3938,49,M,ST1,2787.0388
FDR,15.85,0.081914677,Breads,177.637,49,M,ST1,3352.303
FDO,17.7,0.029914022,Snack Foods,166.2816,13,H,ST1,2516.724
FDZ,6.035,0.065771344,Baking Goods,185.324,35,S,ST1,3728.48
FDX,,0.043551753,Snack Foods,184.495,27,M,ST3,7873.085
NCJ,12.35,0.163941937,Household,117.0124,46,S,ST1,1540.6612
FDP,14.65,0.099692906,Snack Foods,50.9666,17,,ST1,717.7324
FDH,10.895,0.059834024,Fruits and Vegetables,133.5284,10,,GS,263.6568
DRF,15.75,0.166174549,Dairy,37.4506,45,,ST1,1062.6168
FDD,11.15,0.119930029,Dairy,44.2744,35,S,ST1,588.5672
FDW,8.985,0.057944376,Frozen Foods,131.531,45,,ST1,1428.141
FDZ,17.6,0.065649353,Snack Foods,94.841,10,,GS,193.082
NCJ,,0.080249973,Household,168.679,27,M,ST3,4923.591
FDO,13.15,0.037952777,Snack Foods,89.5856,46,S,ST1,1494.0552
FDE,9.195,0.064113698,Frozen Foods,86.5566,49,M,ST1,1183.7924
DRD,,0.048841794,Soft Drinks,64.7168,27,M,ST3,3068.0064
NCC,19.6,0.02394662,Household,106.9964,35,S,ST1,1788.3388
FDE,,0.096000183,Dairy,43.7086,27,M,ST3,1293.6494
NCG,20.2,0.074177667,Household,93.2462,13,H,ST1,1018.0082
FDS,,0.04368089,Breads,110.157,27,M,ST3,2306.997
FDV,7.75,0.083268523,Frozen Foods,32.9558,18,M,ST2,101.8674
FDC,8.575,0.071832909,Dairy,194.1794,35,S,ST1,3316.3498
FDV,20.2,0,Baking Goods,197.211,13,H,ST1,3535.398
FDJ,19.35,0.062625641,Baking Goods,165.3184,49,M,ST1,1651.184
FDX,7.365,0.042646566,Fruits and Vegetables,225.172,45,,ST1,452.744
FDD,7.5,0,Frozen Foods,237.7906,35,S,ST1,1188.453
FDD,8.3,0.03555434,Fruits and Vegetables,37.4506,17,,ST1,796.9626
FDX,16.75,0.105068444,Snack Foods,156.663,45,,ST1,2816.334
FDM,10.695,0.060912865,Breakfast,173.8712,18,M,ST2,4570.0512
NCT,5.88,0.02488732,Household,147.5392,46,S,ST1,2684.5056
FDT,12.6,0.024194731,Dairy,36.1874,46,S,ST1,423.4488
FDV,10.695,0.01141595,Snack Foods,74.0038,13,H,ST1,1034.6532
NCR,17.85,0.018023997,Health and Hygiene,95.9094,46,S,ST1,2285.0256
FDT,19.75,0.012499004,Fruits and Vegetables,188.0872,18,M,ST2,2458.1336
FDF,7.97,0.036045991,Seafood,107.5596,10,,GS,431.4384
NCU,,0.044607722,Health and Hygiene,145.976,19,S,GS,585.904
NCB,15.7,0.16098885,Household,57.8562,45,,ST1,651.8182
NCU,15.1,0.055793586,Household,139.7496,13,H,ST1,3952.1888
FDZ,6.63,0.104445322,Baking Goods,167.25,18,M,ST2,1830.95
NCI,8.6,0.032687702,Health and Hygiene,140.9154,45,,ST1,1134.5232
FDL,,0.026949463,Meat,197.711,27,M,ST3,4910.275
NCQ,13,0.041909345,Household,255.0014,45,,ST1,5865.0322
FDY,5.98,0.04363058,Fruits and Vegetables,148.2418,49,M,ST1,1618.5598
DRI,6.03,0,Dairy,175.1028,49,M,ST1,1593.9252
FDL,13.8,0.014793124,Canned,88.5172,18,M,ST2,2408.8644
FDR,,0.065928735,Breakfast,183.0292,27,M,ST3,8209.314
FDT,,0.01583438,Breads,228.5668,27,M,ST3,3225.1352
FDV,16.1,0.159728395,Frozen Foods,34.3558,46,S,ST1,271.6464
NCX,20.1,0.014925407,Health and Hygiene,143.4154,13,H,ST1,3545.385
FDZ,9.17,0.102893121,Baking Goods,141.947,13,H,ST1,4008.116
NCT,10.895,0.020951848,Health and Hygiene,255.3672,46,S,ST1,767.0016
FDW,5.325,0,Dairy,55.8298,35,S,ST1,485.3682
FDD,12.85,0.108102606,Fruits and Vegetables,233.3642,13,H,ST1,3950.1914
FDV,,0,Meat,196.8426,19,S,GS,593.2278
DRE,15.35,0.073697713,Soft Drinks,91.912,17,,ST1,559.272
FDC,16.7,0.091437584,Starchy Foods,64.3168,10,,GS,127.8336
FDF,13.3,0.009581155,Snack Foods,64.951,46,S,ST1,1644.526
NCP,,0.035997636,Others,78.6618,19,S,GS,80.5618
FDS,6.67,0.12332588,Snack Foods,90.2514,13,H,ST1,974.0654
FDP,20.5,0.112584813,Fruits and Vegetables,192.0478,49,M,ST1,1549.9824
FDF,15.1,0.019930418,Frozen Foods,131.531,35,S,ST1,2856.282
NCF,17,0.126244059,Household,124.6362,46,S,ST1,3900.9222
FDI,8.42,0.030905215,Canned,227.6352,45,,ST1,2748.4224
FDD,15.2,0.104365283,Fruits and Vegetables,177.1054,17,,ST1,3151.8972
NCN,17,0.087387669,Health and Hygiene,125.073,10,,GS,369.519
FDE,17.6,0.053481818,Starchy Foods,47.806,17,,ST1,1071.938
FDL,18,0.073306615,Canned,155.0972,49,M,ST1,3894.93
NCB,14.6,0.043021542,Household,196.9084,10,,GS,595.2252
FDY,5.8,0.13169655,Dairy,89.4172,17,,ST1,2498.0816
NCK,9.8,0.090834158,Others,192.2478,18,M,ST2,4068.7038
NCR,,0.19875618,Household,250.7724,19,S,GS,251.6724
FDI,14.3,0.026321701,Frozen Foods,77.6302,46,S,ST1,950.7624
FDO,11.1,0.176215665,Baking Goods,158.8604,46,S,ST1,2693.8268
FDC,17,0.136008489,Fruits and Vegetables,171.7106,45,,ST1,1711.106
FDU,18.6,0.17174348,Meat,48.8376,49,M,ST1,1294.3152
FDS,8.895,0.08154715,Snack Foods,49.8008,17,,ST1,759.012
DRE,,0.027570939,Soft Drinks,86.6198,27,M,ST3,2529.3742
FDV,10.3,0.146767897,Meat,102.3648,18,M,ST2,1557.972
FDH,19.25,0.03467086,Canned,141.8496,13,H,ST1,2399.5432
FDI,12.6,0.09619424,Snack Foods,210.8612,35,S,ST1,1254.3672
FDJ,15.3,0.08511049,Canned,215.7218,18,M,ST2,1923.4962
FDD,,0.1263349,Canned,184.0924,19,S,GS,555.2772
NCI,,0.012592289,Household,123.3414,27,M,ST3,4751.8146
FDA,,0.05357685,Baking Goods,122.2072,27,M,ST3,3552.7088
FDN,18.6,0.077168705,Snack Foods,160.6236,18,M,ST2,1611.236
NCM,14.5,0.032597778,Others,163.621,10,,GS,815.605
FDD,13.5,0.021583971,Fruits and Vegetables,179.5976,18,M,ST2,2173.1712
FDI,10.3,0.078903499,Baking Goods,177.637,45,,ST1,4234.488
NCN,,0.091411749,Health and Hygiene,121.373,19,S,GS,369.519
NCT,,0.084245356,Health and Hygiene,164.6526,19,S,GS,657.8104
FDQ,7.155,0.281509514,Breads,33.8874,10,,GS,35.2874
NCD,16.5,0.012689327,Health and Hygiene,39.7506,18,M,ST2,227.7036
FDI,5.59,0.094741514,Snack Foods,63.1168,10,,GS,191.7504
FDS,15.15,0.046496777,Baking Goods,149.6708,10,,GS,300.9416
FDW,13.1,0.076005548,Dairy,166.1158,17,,ST1,1169.8106
FDO,8.06,0,Breakfast,232.7326,18,M,ST2,3696.5216
FDS,10.195,0,Frozen Foods,139.5838,18,M,ST2,4495.4816
FDP,10.1,0.053732324,Canned,49.8008,10,,GS,303.6048
NCF,6.235,0.033807904,Household,258.9962,10,,GS,258.9962
FDR,12.5,0.020782036,Breads,198.3742,18,M,ST2,2587.9646
FDB,11.35,0.063173691,Dairy,86.1856,13,H,ST1,1494.0552
FDK,9.065,0.115563679,Frozen Foods,96.0094,45,,ST1,1713.7692
FDM,11.65,0.076278201,Snack Foods,85.1908,17,,ST1,671.1264
FDF,18.2,0.012223687,Fruits and Vegetables,57.1904,49,M,ST1,1640.5312
FDH,6.115,0.011419301,Frozen Foods,91.0488,18,M,ST2,1629.8784
FDL,6.92,0.131458247,Breakfast,90.5804,18,M,ST2,183.7608
FDK,7.035,0.021883368,Frozen Foods,263.791,49,M,ST1,4996.829
FDV,18.2,0.012607876,Snack Foods,139.818,46,S,ST1,1398.18
FDU,10.5,0.025041738,Fruits and Vegetables,218.7508,45,,ST1,3255.762
NCQ,17.6,0.018934719,Health and Hygiene,237.759,49,M,ST1,3545.385
FDD,,0.021392306,Fruits and Vegetables,182.0976,27,M,ST3,6157.3184
FDY,19.75,0.041448824,Fruits and Vegetables,116.5466,45,,ST1,2828.3184
FDI,16.5,0.028395167,Snack Foods,91.7146,13,H,ST1,2462.7942
FDG,13.15,0.165221717,Fruits and Vegetables,172.0764,13,H,ST1,4466.1864
FDE,7.89,0.036127671,Dairy,117.4782,35,S,ST1,2026.0294
FDH,20.5,0.019277945,Frozen Foods,82.8592,18,M,ST2,1733.7432
FDB,16.25,0.057629899,Fruits and Vegetables,123.9046,18,M,ST2,1120.5414
FDI,12.6,0.096212432,Snack Foods,207.2612,46,S,ST1,4390.2852
FDX,,0.024387984,Baking Goods,92.4462,19,S,GS,185.0924
FDE,8.775,0.021647195,Fruits and Vegetables,109.5228,45,,ST1,994.7052
FDJ,7.42,0.021573645,Seafood,184.6582,46,S,ST1,5015.4714
DRC,8.67,0.065424208,Soft Drinks,145.8128,35,S,ST1,2444.8176
FDU,8.77,0.046866331,Fruits and Vegetables,170.5422,45,,ST1,1551.9798
FDU,19.35,0,Fruits and Vegetables,238.6564,13,H,ST1,3575.346
FDA,16.25,0.087102593,Dairy,96.041,13,H,ST1,868.869
NCM,11.5,0.01774202,Health and Hygiene,129.6626,17,,ST1,1836.2764
FDQ,11.1,0.010632752,Canned,82.5908,13,H,ST1,1510.0344
FDB,,0.031116081,Canned,55.264,27,M,ST3,1544.656
